district,year,month,min_temperature_C,max_temperature_C,mean_temperature_C,avg_wind_speed_kmh,precipitation_sum_mm,precipitation_hours_h,extreme_weather_days,avg_shortwave_radiation_MJ_m2,avg_evapotranspiration_mm
Gampaha,2012,4,24.7,29.5,27.1,18.5,97.9,24,0,23.21,6.65
Gampaha,2012,5,24.4,33.2,28.8,16.4,297.3,81,0,17.74,7.07
Gampaha,2012,6,26.0,33.5,29.8,22.6,251.5,87,0,16.65,6.92
Gampaha,2012,7,25.6,33.7,29.7,25.3,310.6,136,1,18.78,7.87
Gampaha,2012,8,24.1,33.0,28.6,17.3,342.4,134,0,24.99,7.39
Gampaha,2012,9,22.4,30.7,26.5,28.9,289.7,60,0,15.54,6.62
Gampaha,2012,10,23.2,31.5,27.4,21.4,164.5,53,0,18.47,6.82
Gampaha,2012,11,23.8,30.1,27.0,16.1,133.2,57,0,17.47,6.4
Gampaha,2012,12,22.8,28.9,25.9,19.6,200.8,64,1,19.45,7.08
Gampaha,2013,1,21.2,27.2,24.2,17.8,78.4,32,0,24.16,7.5
Gampaha,2013,2,20.9,27.4,24.1,19.3,180.2,45,0,25.45,7.56
Gampaha,2013,3,24.2,32.4,28.3,20.1,132.9,63,0,20.68,7.18
Gampaha,2013,4,23.3,33.3,28.3,22.7,75.0,31,0,21.86,7.55
Gampaha,2013,5,25.0,33.5,29.2,28.6,372.6,114,2,19.53,7.1
Gampaha,2013,6,25.1,30.9,28.0,21.7,398.8,126,2,17.75,6.82
Gampaha,2013,7,25.5,31.4,28.4,18.7,246.2,82,0,22.49,7.04
Gampaha,2013,8,26.5,33.6,30.1,17.0,324.7,125,2,20.59,7.84
Gampaha,2013,9,24.5,30.4,27.4,16.3,326.2,140,0,15.56,6.65
Gampaha,2013,10,23.0,29.5,26.2,20.5,125.0,66,0,17.45,6.29
Gampaha,2013,11,24.0,29.7,26.9,17.5,125.0,52,0,21.65,6.8
Gampaha,2013,12,22.8,29.1,26.0,18.8,116.0,63,0,23.66,6.97
Gampaha,2014,1,19.6,26.4,23.0,28.3,123.8,39,0,25.03,7.11
Gampaha,2014,2,22.7,29.8,26.2,17.8,192.1,57,0,20.16,7.17
Gampaha,2014,3,23.3,31.5,27.4,21.8,63.9,18,0,23.48,7.35
Gampaha,2014,4,24.4,30.0,27.2,15.3,121.7,51,0,22.94,7.46
Gampaha,2014,5,25.4,33.2,29.3,23.6,384.7,116,2,13.96,6.27
Gampaha,2014,6,27.5,33.2,30.4,26.5,345.7,100,1,21.93,7.49
Gampaha,2014,7,24.3,30.3,27.3,18.1,364.2,108,1,18.23,7.09
Gampaha,2014,8,25.5,32.3,28.9,25.5,277.7,59,0,24.82,7.26
Gampaha,2014,9,22.3,31.2,26.8,26.9,338.1,82,1,15.8,6.33
Gampaha,2014,10,22.8,29.2,26.0,16.4,170.1,69,0,18.27,6.37
Gampaha,2014,11,22.6,28.9,25.8,25.0,157.9,42,0,15.34,6.08
Gampaha,2014,12,21.3,29.1,25.2,26.8,108.5,53,0,23.35,6.63
Gampaha,2015,1,22.3,27.9,25.1,17.1,206.0,81,0,22.76,6.69
Gampaha,2015,2,21.8,28.4,25.1,26.7,79.4,32,0,23.58,7.2
Gampaha,2015,3,24.7,32.0,28.4,20.6,120.6,40,0,19.61,7.31
Gampaha,2015,4,24.3,32.2,28.2,14.1,104.6,32,0,19.52,7.17
Gampaha,2015,5,24.8,32.2,28.5,25.9,310.8,102,2,18.74,7.16
Gampaha,2015,6,24.9,32.9,28.9,15.5,227.2,71,0,18.21,7.04
Gampaha,2015,7,27.6,32.1,29.9,17.4,341.6,96,0,17.81,7.12
Gampaha,2015,8,23.7,33.0,28.4,27.9,418.0,137,2,18.49,6.98
Gampaha,2015,9,23.6,30.5,27.1,24.7,278.5,66,2,22.05,7.3
Gampaha,2015,10,24.9,30.1,27.5,22.6,167.6,35,0,19.14,6.31
Gampaha,2015,11,22.6,28.8,25.7,26.3,184.4,44,0,17.57,6.56
Gampaha,2015,12,23.0,29.9,26.4,27.8,136.7,35,0,22.41,7.55
Gampaha,2016,1,21.5,28.1,24.8,17.9,182.7,58,0,24.53,7.64
Gampaha,2016,2,23.0,26.3,24.6,17.7,164.6,60,0,18.64,6.2
Gampaha,2016,3,22.7,29.9,26.3,19.8,114.7,68,0,25.03,7.15
Gampaha,2016,4,24.2,30.3,27.2,15.3,77.9,16,0,21.7,7.28
Gampaha,2016,5,26.4,31.8,29.1,17.6,297.9,85,0,21.03,7.32
Gampaha,2016,6,26.7,32.5,29.6,26.4,300.6,133,2,15.45,6.75
Gampaha,2016,7,24.0,31.3,27.6,19.2,287.8,62,0,21.34,7.35
Gampaha,2016,8,25.7,31.5,28.6,21.3,324.9,96,2,21.37,7.4
Gampaha,2016,9,22.4,32.2,27.3,17.0,362.1,81,0,19.68,7.29
Gampaha,2016,10,21.6,30.7,26.1,26.0,99.8,32,0,15.99,7.02
Gampaha,2016,11,22.9,31.4,27.1,21.1,176.8,50,0,19.17,6.92
Gampaha,2016,12,20.4,27.8,24.1,25.1,154.4,50,0,19.61,6.52
Gampaha,2017,1,21.3,28.9,25.1,25.7,175.0,44,0,24.55,7.53
Gampaha,2017,2,21.7,29.4,25.5,27.4,120.4,30,0,23.86,7.03
Gampaha,2017,3,24.8,29.7,27.2,15.0,105.2,35,0,21.99,7.68
Gampaha,2017,4,22.5,31.6,27.1,18.8,160.1,58,1,22.33,7.93
Gampaha,2017,5,25.4,32.9,29.1,15.2,337.1,88,0,19.61,6.84
Gampaha,2017,6,24.1,34.2,29.2,22.0,403.4,136,1,17.09,7.1
Gampaha,2017,7,26.7,32.3,29.5,20.0,265.5,63,0,22.0,7.28
Gampaha,2017,8,25.1,32.2,28.7,14.9,359.6,123,0,20.23,7.5
Gampaha,2017,9,24.1,29.3,26.7,25.3,352.0,112,1,19.89,6.5
Gampaha,2017,10,24.2,29.2,26.7,28.3,102.8,60,0,16.69,6.04
Gampaha,2017,11,22.9,30.4,26.6,23.6,188.2,56,0,15.41,6.95
Gampaha,2017,12,19.8,30.0,24.9,22.8,201.3,86,1,20.5,6.48
Gampaha,2018,1,19.9,27.8,23.9,27.8,139.6,32,0,23.02,7.2
Gampaha,2018,2,22.5,29.7,26.1,17.4,105.9,56,0,20.3,6.88
Gampaha,2018,3,22.9,31.3,27.1,24.9,112.8,37,0,20.81,7.82
Gampaha,2018,4,22.3,31.6,27.0,19.7,116.1,34,0,24.14,7.91
Gampaha,2018,5,26.3,31.3,28.8,19.7,204.1,80,1,19.23,6.74
Gampaha,2018,6,26.0,33.1,29.6,19.1,356.5,110,0,16.99,7.35
Gampaha,2018,7,26.6,30.2,28.4,25.2,347.0,109,2,20.84,7.39
Gampaha,2018,8,26.7,33.5,30.1,27.8,329.8,125,2,16.74,7.0
Gampaha,2018,9,24.0,30.4,27.2,27.6,252.3,83,1,21.62,7.61
Gampaha,2018,10,23.4,30.3,26.9,23.7,215.3,99,0,20.82,6.65
Gampaha,2018,11,22.8,30.4,26.6,18.1,161.0,32,0,21.04,7.11
Gampaha,2018,12,20.9,27.6,24.2,17.9,138.7,66,0,26.58,7.39
Gampaha,2019,1,20.9,27.8,24.4,25.8,134.6,68,0,25.38,6.94
Gampaha,2019,2,21.3,29.1,25.2,21.0,200.1,63,0,21.62,6.83
Gampaha,2019,3,23.8,31.3,27.6,15.1,117.1,31,0,22.67,6.99
Gampaha,2019,4,21.7,30.9,26.3,18.3,52.9,33,0,19.93,7.01
Gampaha,2019,5,26.2,32.2,29.2,27.2,324.2,111,3,19.8,6.88
Gampaha,2019,6,24.0,32.2,28.1,19.4,233.5,54,0,22.58,7.14
Gampaha,2019,7,24.2,33.8,29.0,21.9,386.5,131,2,21.04,7.41
Gampaha,2019,8,26.3,30.5,28.4,25.6,257.4,83,0,21.29,6.9
Gampaha,2019,9,23.2,29.6,26.4,16.7,272.5,87,0,16.17,6.42
Gampaha,2019,10,24.5,30.9,27.7,26.4,106.2,67,0,19.38,6.53
Gampaha,2019,11,24.8,31.6,28.2,18.0,149.9,38,0,19.47,6.8
Gampaha,2019,12,21.3,28.3,24.8,19.9,140.2,43,0,24.87,7.18
Gampaha,2020,1,22.9,28.2,25.5,20.8,190.8,61,0,21.64,7.05
Gampaha,2020,2,19.9,28.2,24.0,17.7,176.0,66,0,24.31,7.78
Gampaha,2020,3,24.7,29.8,27.2,24.7,150.1,37,0,23.48,6.73
Gampaha,2020,4,25.8,29.3,27.6,24.4,138.7,43,0,21.92,6.91
Gampaha,2020,5,26.8,34.8,30.8,24.4,290.9,81,0,20.12,7.75
Gampaha,2020,6,25.2,34.7,30.0,18.4,212.9,94,0,23.74,7.76
Gampaha,2020,7,26.4,31.2,28.8,27.2,270.3,84,0,19.22,6.83
Gampaha,2020,8,24.8,32.5,28.6,19.4,408.1,88,1,21.08,8.1
Gampaha,2020,9,23.4,30.0,26.7,18.9,326.9,144,0,19.18,6.8
Gampaha,2020,10,23.0,30.1,26.6,19.6,155.4,40,0,16.02,6.12
Gampaha,2020,11,22.2,32.0,27.1,23.3,107.3,52,0,18.91,6.81
Gampaha,2020,12,20.4,29.7,25.0,25.9,119.4,41,0,21.13,6.51
Gampaha,2021,1,21.8,27.6,24.7,25.5,165.2,55,0,22.56,6.51
Gampaha,2021,2,19.8,29.3,24.6,20.1,115.7,56,0,20.22,6.72
Gampaha,2021,3,22.2,29.8,26.0,16.4,104.2,35,0,23.15,7.27
Gampaha,2021,4,24.8,32.5,28.6,24.4,131.3,53,0,19.32,7.2
Gampaha,2021,5,27.2,32.4,29.8,25.0,281.0,60,0,16.13,6.73
Gampaha,2021,6,24.4,32.3,28.3,18.5,375.1,84,1,14.62,6.88
Gampaha,2021,7,26.7,31.4,29.0,21.1,331.3,147,1,26.12,7.64
Gampaha,2021,8,25.4,31.9,28.6,19.0,250.6,89,1,23.16,7.78
Gampaha,2021,9,22.8,33.8,28.3,17.6,353.1,149,0,14.65,6.85
Gampaha,2021,10,23.6,29.0,26.3,27.9,162.7,52,0,22.81,6.82
Gampaha,2021,11,23.2,31.4,27.3,16.7,82.6,26,0,23.76,7.3
Gampaha,2021,12,21.9,28.8,25.4,16.3,166.3,53,0,23.21,7.07
Gampaha,2022,1,21.1,27.5,24.3,19.3,121.0,36,0,24.22,7.12
Gampaha,2022,2,22.0,29.4,25.7,21.1,151.1,61,0,20.26,7.0
Gampaha,2022,3,22.5,30.1,26.3,24.8,102.0,36,0,25.54,7.69
Gampaha,2022,4,21.4,31.0,26.2,19.9,69.1,35,0,21.04,7.29
Gampaha,2022,5,24.6,31.4,28.0,29.6,402.2,86,2,19.81,6.7
Gampaha,2022,6,24.4,31.8,28.1,26.5,286.3,75,0,17.16,6.86
Gampaha,2022,7,23.7,33.4,28.5,25.4,336.5,132,2,18.6,7.04
Gampaha,2022,8,24.6,31.8,28.2,20.7,385.4,90,1,19.7,6.92
Gampaha,2022,9,24.4,32.9,28.6,28.4,334.8,100,1,17.16,7.23
Gampaha,2022,10,23.5,30.0,26.8,18.2,129.6,32,0,22.4,6.39
Gampaha,2022,11,22.8,32.7,27.8,24.2,187.0,68,1,21.92,7.59
Gampaha,2022,12,22.3,28.1,25.2,27.8,153.0,43,0,24.18,7.18
Gampaha,2023,1,20.3,29.4,24.9,21.9,141.1,55,0,22.1,7.17
Gampaha,2023,2,21.5,28.5,25.0,22.2,195.1,42,1,25.13,7.57
Gampaha,2023,3,24.0,31.3,27.6,23.5,60.4,41,0,22.5,7.96
Gampaha,2023,4,23.3,32.9,28.1,16.8,162.1,49,0,18.48,7.58
Gampaha,2023,5,23.7,30.6,27.1,20.9,174.3,64,0,16.94,6.69
Gampaha,2023,6,24.2,32.6,28.4,22.7,396.3,100,2,20.92,7.32
Gampaha,2023,7,25.1,34.1,29.6,24.4,264.7,84,0,23.15,7.59
Gampaha,2023,8,25.8,33.3,29.5,20.4,280.2,72,0,18.26,7.64
Gampaha,2023,9,25.4,30.9,28.1,20.3,277.8,70,0,21.71,7.57
Gampaha,2023,10,23.2,31.2,27.2,24.3,172.5,49,0,18.97,6.98
Gampaha,2023,11,23.3,30.8,27.1,17.3,119.3,53,0,22.39,7.13
Gampaha,2023,12,23.2,27.7,25.4,24.5,139.6,53,0,24.68,7.13
Gampaha,2024,1,22.4,29.9,26.1,14.5,171.4,58,0,25.08,7.7
Gampaha,2024,2,23.3,29.0,26.1,19.4,169.7,59,0,21.27,6.34
Gampaha,2024,3,22.5,30.7,26.6,14.0,119.7,53,0,25.56,7.3
Gampaha,2024,4,22.9,31.2,27.0,23.6,95.9,16,0,20.72,7.4
Gampaha,2024,5,24.5,30.7,27.6,23.2,418.2,123,3,19.91,7.68
Gampaha,2024,6,25.2,31.2,28.2,23.6,369.5,96,2,13.69,6.42
Gampaha,2024,7,24.2,33.3,28.8,25.8,254.8,84,1,19.62,7.57
Gampaha,2024,8,27.0,31.7,29.4,24.6,292.5,89,1,20.09,7.4
Gampaha,2024,9,23.7,29.4,26.5,19.3,345.2,108,0,17.58,6.47
Gampaha,2024,10,22.4,30.7,26.5,23.6,112.8,40,0,22.46,7.17
Gampaha,2024,11,24.7,29.9,27.3,24.1,82.9,18,0,22.49,7.36
Gampaha,2024,12,21.8,27.9,24.9,20.1,140.9,60,0,22.26,6.74
Hambantota,2010,1,21.5,29.4,25.4,17.6,261.3,73,0,25.44,7.34
Hambantota,2010,2,21.3,28.5,24.9,21.5,262.0,97,1,25.17,7.18
Hambantota,2010,3,24.4,32.3,28.3,16.5,91.1,42,0,24.59,7.35
Hambantota,2010,4,24.0,31.8,27.9,19.1,92.9,29,0,23.59,7.33
Hambantota,2010,5,27.8,33.6,30.7,18.6,177.2,41,0,23.12,7.85
Hambantota,2010,6,27.7,32.7,30.2,24.3,181.5,49,0,23.5,7.86
Hambantota,2010,7,27.9,33.5,30.7,21.2,152.2,54,0,24.84,7.54
Hambantota,2010,8,27.1,33.8,30.4,23.3,127.5,65,0,29.37,8.98
Hambantota,2010,9,25.7,34.1,29.9,28.7,116.4,45,0,21.87,7.81
Hambantota,2010,10,24.7,31.4,28.0,22.7,153.0,68,0,22.15,6.9
Hambantota,2010,11,25.8,33.3,29.5,20.1,285.3,94,0,21.67,7.84
Hambantota,2010,12,22.4,30.6,26.5,25.4,225.1,66,0,22.61,7.24
Hambantota,2011,1,23.0,26.8,24.9,20.7,161.8,42,0,25.63,7.18
Hambantota,2011,2,22.8,30.8,26.8,22.9,279.5,88,1,25.51,7.76
Hambantota,2011,3,26.0,30.4,28.2,20.4,65.9,42,0,27.67,8.23
Hambantota,2011,4,25.7,32.7,29.2,23.3,56.3,16,0,26.68,8.5
Hambantota,2011,5,26.9,34.4,30.6,24.3,166.4,31,0,20.92,8.04
Hambantota,2011,6,28.0,33.9,30.9,16.9,162.5,48,0,20.39,7.46
Hambantota,2011,7,28.2,35.6,31.9,21.9,82.1,20,0,23.85,8.92
Hambantota,2011,8,27.2,33.2,30.2,20.8,206.8,52,0,24.44,7.92
Hambantota,2011,9,23.8,30.4,27.1,24.7,110.9,38,0,20.13,7.0
Hambantota,2011,10,23.0,33.0,28.0,18.3,154.4,66,0,19.23,6.8
Hambantota,2011,11,24.9,33.8,29.3,20.2,222.5,67,1,22.63,7.94
Hambantota,2011,12,22.8,28.8,25.8,18.7,174.0,36,0,26.6,7.95
Hambantota,2012,1,19.9,26.6,23.2,22.1,253.8,89,1,23.92,6.44
Hambantota,2012,2,22.0,29.1,25.6,17.9,138.6,44,0,22.4,7.22
Hambantota,2012,3,25.7,33.7,29.7,21.0,66.5,40,0,26.39,8.34
Hambantota,2012,4,24.2,31.5,27.9,13.5,96.5,31,0,22.75,7.85
Hambantota,2012,5,27.7,33.6,30.6,20.0,176.1,52,0,22.13,7.85
Hambantota,2012,6,27.7,34.1,30.9,20.7,137.4,50,0,20.7,7.36
Hambantota,2012,7,26.7,37.1,31.9,14.7,141.5,54,0,26.06,8.89
Hambantota,2012,8,25.7,34.0,29.9,23.3,146.6,63,0,27.09,8.4
Hambantota,2012,9,25.7,32.9,29.3,23.9,146.7,46,0,19.61,7.17
Hambantota,2012,10,22.8,31.9,27.4,28.5,254.3,59,0,19.0,7.04
Hambantota,2012,11,24.5,32.9,28.7,21.3,166.5,63,0,19.99,7.06
Hambantota,2012,12,19.4,29.2,24.3,26.4,176.8,39,0,22.99,7.78
Hambantota,2013,1,22.7,29.1,25.9,15.9,184.5,45,0,24.09,7.46
Hambantota,2013,2,19.9,28.4,24.1,29.6,292.4,79,1,26.35,7.33
Hambantota,2013,3,24.5,29.2,26.9,24.6,82.2,36,0,22.02,7.08
Hambantota,2013,4,23.7,34.6,29.1,22.7,111.2,45,0,26.53,8.44
Hambantota,2013,5,27.4,36.1,31.8,20.3,186.7,48,1,20.6,7.39
Hambantota,2013,6,28.0,35.7,31.9,23.1,154.0,52,0,19.58,8.01
Hambantota,2013,7,28.7,34.2,31.5,16.1,105.1,56,0,23.55,7.87
Hambantota,2013,8,28.0,34.9,31.4,20.7,125.7,67,0,28.01,8.34
Hambantota,2013,9,22.6,32.3,27.4,18.4,134.8,55,0,22.7,7.76
Hambantota,2013,10,24.7,31.3,28.0,19.4,183.7,31,0,20.26,7.07
Hambantota,2013,11,24.1,31.2,27.6,16.5,183.9,34,0,20.27,7.52
Hambantota,2013,12,22.3,27.5,24.9,25.7,278.8,69,1,20.98,6.7
Hambantota,2014,1,23.2,27.7,25.4,20.8,243.3,98,0,25.56,7.13
Hambantota,2014,2,21.4,30.4,25.9,24.3,195.3,45,0,26.74,7.81
Hambantota,2014,3,26.0,32.8,29.4,12.3,84.4,41,0,28.26,8.29
Hambantota,2014,4,24.3,31.2,27.8,18.0,58.9,42,0,21.37,6.59
Hambantota,2014,5,26.4,34.1,30.2,27.6,227.1,77,0,21.68,7.34
Hambantota,2014,6,26.0,34.2,30.1,23.5,111.9,34,0,25.92,8.57
Hambantota,2014,7,29.2,33.2,31.2,25.1,195.7,51,0,25.71,7.84
Hambantota,2014,8,25.9,33.9,29.9,19.0,158.1,44,0,23.54,8.4
Hambantota,2014,9,26.1,28.4,27.2,27.7,213.1,51,1,21.72,6.93
Hambantota,2014,10,24.2,33.2,28.7,19.5,185.7,60,0,21.87,7.46
Hambantota,2014,11,24.2,32.9,28.5,29.3,165.4,62,0,20.82,7.52
Hambantota,2014,12,22.1,29.6,25.9,24.7,207.3,57,1,23.47,7.14
Hambantota,2015,1,20.1,26.5,23.3,28.6,154.6,67,0,27.71,7.52
Hambantota,2015,2,22.3,29.5,25.9,20.7,213.8,61,0,20.37,6.7
Hambantota,2015,3,24.2,33.2,28.7,17.2,109.7,51,0,21.8,7.84
Hambantota,2015,4,25.9,30.8,28.4,21.1,77.8,25,0,26.57,7.36
Hambantota,2015,5,27.0,36.8,31.9,23.1,160.7,66,0,20.02,7.37
Hambantota,2015,6,25.8,36.5,31.1,19.9,179.8,37,0,19.39,7.53
Hambantota,2015,7,27.4,36.8,32.1,23.7,124.1,34,0,26.66,8.75
Hambantota,2015,8,28.7,36.5,32.6,16.0,133.2,62,0,24.43,8.49
Hambantota,2015,9,22.8,31.6,27.2,20.3,184.1,53,0,22.91,7.29
Hambantota,2015,10,24.3,33.0,28.6,23.4,188.7,33,0,23.43,8.23
Hambantota,2015,11,25.6,31.2,28.4,24.9,169.5,43,0,19.97,7.35
Hambantota,2015,12,23.6,29.6,26.6,26.2,222.0,71,0,21.46,6.74
Hambantota,2016,1,21.4,27.8,24.6,26.4,167.0,37,0,23.0,6.6
Hambantota,2016,2,20.5,28.2,24.4,20.8,224.0,71,0,24.23,7.4
Hambantota,2016,3,25.7,33.2,29.5,23.7,13.0,22,0,24.18,8.24
Hambantota,2016,4,24.6,30.1,27.4,16.2,46.0,22,0,25.8,8.14
Hambantota,2016,5,27.3,34.6,31.0,15.1,168.9,48,0,23.11,7.84
Hambantota,2016,6,27.9,36.2,32.0,18.4,155.4,42,0,24.38,8.12
Hambantota,2016,7,28.5,33.7,31.1,15.1,179.0,48,0,26.61,8.56
Hambantota,2016,8,26.1,34.2,30.2,23.8,173.6,38,0,25.0,7.85
Hambantota,2016,9,23.5,30.7,27.1,26.5,168.5,52,0,22.76,7.09
Hambantota,2016,10,24.8,32.5,28.6,25.9,255.3,62,2,19.79,7.46
Hambantota,2016,11,23.6,31.1,27.4,16.3,276.2,67,0,21.24,7.42
Hambantota,2016,12,21.4,26.9,24.1,23.3,242.9,95,0,24.74,6.8
Hambantota,2017,1,20.9,31.1,26.0,26.2,304.6,123,1,20.71,7.2
Hambantota,2017,2,22.3,29.8,26.1,20.2,156.7,36,0,24.3,7.51
Hambantota,2017,3,23.7,31.1,27.4,18.8,105.1,64,0,23.66,7.62
Hambantota,2017,4,24.8,34.5,29.6,14.1,78.7,38,0,21.33,7.45
Hambantota,2017,5,28.2,36.0,32.1,18.7,152.9,47,0,22.94,8.14
Hambantota,2017,6,27.6,31.6,29.6,27.3,99.1,21,0,21.94,7.2
Hambantota,2017,7,26.8,34.4,30.6,15.9,137.0,34,0,26.12,8.46
Hambantota,2017,8,25.2,34.0,29.6,23.0,159.4,40,0,26.87,8.18
Hambantota,2017,9,23.2,30.6,26.9,25.0,201.4,83,1,20.38,7.15
Hambantota,2017,10,25.2,31.6,28.4,24.0,309.6,122,3,17.27,6.96
Hambantota,2017,11,24.4,33.2,28.8,16.4,253.6,50,0,25.38,8.19
Hambantota,2017,12,21.0,28.8,24.9,17.8,228.3,97,0,20.84,7.04
Hambantota,2018,1,19.4,29.3,24.4,21.8,302.8,147,0,22.29,6.54
Hambantota,2018,2,21.8,29.9,25.9,25.6,188.4,61,0,22.85,7.79
Hambantota,2018,3,24.8,33.5,29.1,15.9,71.6,25,0,23.3,7.91
Hambantota,2018,4,23.5,33.7,28.6,23.6,51.2,26,0,26.85,7.74
Hambantota,2018,5,29.1,33.2,31.2,28.1,124.9,42,0,21.14,7.85
Hambantota,2018,6,27.7,32.1,29.9,25.5,147.7,52,0,24.64,7.75
Hambantota,2018,7,28.0,34.5,31.2,23.3,154.2,41,1,22.96,7.73
Hambantota,2018,8,29.5,35.9,32.7,27.2,133.6,47,0,26.81,8.89
Hambantota,2018,9,24.5,31.0,27.8,25.4,148.5,68,0,19.3,6.86
Hambantota,2018,10,24.6,33.4,29.0,23.2,233.7,57,0,22.72,7.5
Hambantota,2018,11,23.8,33.9,28.9,25.4,157.4,64,0,25.13,8.11
Hambantota,2018,12,21.9,28.8,25.4,17.4,291.6,66,0,22.36,6.78
Hambantota,2019,1,21.3,30.3,25.8,22.1,231.1,71,0,24.96,7.35
Hambantota,2019,2,20.9,29.7,25.3,19.3,218.1,64,0,21.63,7.13
Hambantota,2019,3,24.4,30.2,27.3,19.2,60.7,30,0,28.43,8.01
Hambantota,2019,4,22.7,30.5,26.6,24.0,58.2,43,0,27.03,8.2
Hambantota,2019,5,27.8,35.4,31.6,22.1,136.3,63,0,21.19,7.67
Hambantota,2019,6,27.8,34.6,31.2,17.3,110.4,44,0,20.72,7.23
Hambantota,2019,7,27.1,35.2,31.2,25.1,106.2,58,0,26.65,8.06
Hambantota,2019,8,27.7,33.9,30.8,20.3,129.9,65,0,23.68,8.06
Hambantota,2019,9,23.7,30.3,27.0,27.3,121.6,55,0,23.98,7.59
Hambantota,2019,10,25.0,34.0,29.5,26.5,265.8,96,1,20.09,7.07
Hambantota,2019,11,23.8,33.2,28.5,22.7,233.3,73,0,21.77,7.2
Hambantota,2019,12,22.3,26.8,24.6,18.8,224.1,76,0,22.45,6.31
Hambantota,2020,1,21.6,31.5,26.6,28.3,189.4,62,0,22.5,7.77
Hambantota,2020,2,23.1,29.8,26.5,18.4,279.1,66,1,23.6,7.31
Hambantota,2020,3,25.6,29.6,27.6,15.8,91.8,44,0,23.58,7.05
Hambantota,2020,4,24.1,32.0,28.1,15.9,50.2,34,0,24.04,7.87
Hambantota,2020,5,26.9,35.7,31.3,18.4,152.4,33,0,21.03,7.9
Hambantota,2020,6,28.3,35.2,31.8,16.8,160.9,49,0,17.8,7.7
Hambantota,2020,7,26.8,32.6,29.7,16.8,173.0,31,0,24.98,7.83
Hambantota,2020,8,26.6,36.2,31.4,17.4,147.6,68,0,22.04,7.74
Hambantota,2020,9,24.3,31.9,28.1,27.6,120.7,66,0,21.91,7.31
Hambantota,2020,10,25.8,31.4,28.6,24.8,181.1,67,0,21.86,6.96
Hambantota,2020,11,24.4,32.2,28.3,22.3,185.2,35,0,23.71,7.42
Hambantota,2020,12,21.0,30.6,25.8,15.6,233.4,53,0,21.49,6.97
Hambantota,2021,1,20.9,29.2,25.0,18.1,197.6,46,0,28.04,8.09
Hambantota,2021,2,21.7,29.7,25.7,26.0,232.8,67,0,20.52,7.21
Hambantota,2021,3,24.0,31.2,27.6,22.4,80.4,26,0,26.25,8.39
Hambantota,2021,4,24.3,30.7,27.5,18.4,82.7,44,0,22.25,7.5
Hambantota,2021,5,26.8,36.1,31.5,23.9,191.6,41,0,21.25,7.51
Hambantota,2021,6,27.9,36.0,31.9,15.6,102.7,69,0,22.93,8.12
Hambantota,2021,7,27.6,36.1,31.9,26.3,150.8,56,1,25.75,8.03
Hambantota,2021,8,28.9,34.1,31.5,23.9,198.1,48,0,24.31,8.15
Hambantota,2021,9,23.6,32.0,27.8,26.6,140.5,39,0,24.33,7.5
Hambantota,2021,10,25.2,29.7,27.4,28.6,153.0,56,0,21.97,7.1
Hambantota,2021,11,23.7,32.3,28.0,26.9,220.4,63,0,21.2,7.18
Hambantota,2021,12,21.2,30.0,25.6,23.5,180.2,31,1,25.24,7.54
Hambantota,2022,1,22.2,29.5,25.9,19.5,241.8,98,0,23.78,7.33
Hambantota,2022,2,22.6,30.9,26.8,16.0,156.3,50,0,22.51,6.66
Hambantota,2022,3,23.2,33.7,28.5,18.8,68.5,33,0,28.95,8.74
Hambantota,2022,4,23.1,31.4,27.2,13.0,55.0,36,0,25.87,8.04
Hambantota,2022,5,27.9,35.7,31.8,19.3,205.5,76,0,23.8,8.18
Hambantota,2022,6,26.9,35.2,31.1,20.4,101.5,49,0,22.39,8.68
Hambantota,2022,7,27.0,35.1,31.1,22.5,191.6,65,0,22.41,7.56
Hambantota,2022,8,28.3,34.1,31.2,25.5,172.7,45,0,26.03,7.87
Hambantota,2022,9,26.0,31.5,28.8,16.9,136.1,51,0,22.37,7.19
Hambantota,2022,10,25.3,30.3,27.8,25.0,229.1,89,0,19.98,7.27
Hambantota,2022,11,23.6,31.9,27.8,16.7,242.6,87,0,22.45,7.42
Hambantota,2022,12,20.7,27.9,24.3,18.7,213.2,85,0,22.01,6.99
Hambantota,2023,1,19.4,30.9,25.1,17.4,174.6,49,0,27.68,8.21
Hambantota,2023,2,23.4,26.4,24.9,26.3,248.4,85,0,22.41,6.44
Hambantota,2023,3,25.4,32.1,28.8,22.6,86.2,20,0,23.6,8.0
Hambantota,2023,4,24.3,28.8,26.6,13.8,81.5,15,0,24.99,6.97
Hambantota,2023,5,26.6,33.5,30.1,25.6,158.7,61,0,22.06,7.9
Hambantota,2023,6,27.3,35.6,31.5,17.7,165.4,47,0,22.79,7.81
Hambantota,2023,7,28.0,34.0,31.0,22.0,188.7,38,1,23.97,7.92
Hambantota,2023,8,28.6,38.3,33.5,17.0,176.7,56,0,24.31,8.96
Hambantota,2023,9,25.0,32.5,28.8,18.8,153.3,63,0,23.26,7.6
Hambantota,2023,10,24.6,31.9,28.2,21.2,295.3,61,1,21.8,7.48
Hambantota,2023,11,25.0,31.1,28.1,24.2,278.0,75,2,21.53,7.38
Hambantota,2023,12,22.5,27.2,24.9,20.0,186.9,64,0,24.13,6.6
Hambantota,2024,1,21.6,29.9,25.8,28.1,219.3,67,0,21.09,7.13
Hambantota,2024,2,22.8,29.1,26.0,26.3,189.6,66,0,26.37,7.83
